Person,Rank,First Name,Last Name,Pre-Nominal,Given Name,Surname,Bloodname,Post-Nominal,Callsign,Age,Status,Gender,Skill Level,Role,Unit Assignment,Force,Deployed,Mech,Vehicle,Naval,VTOL,Aero,Aircraft,Vessel,Battle Armour,Small Arms,Anti-Mek,Artillery,Tactics,Strategy,Leadership,Tech/Mek,Tech/Aero,Mechanic,Tech/BA,Medical,Admin,Negotiation,Scrounge,Injuries,Kills,Salary,XP,Origin Faction,Origin Planet,Birthday,Recruitment Date,Last Rank Change,Due Date,Retirement Date,Death Date,Commander,Founder,Clan Personnel,Marriageable,Divorceable,Trying to Conceive,Immortal,Toughness,Edge,SPA Count,Implant Count,Portrait Path
"",Chief Petty Officer,Serkan,Behramoglu,,Serkan,Behramoglu,,,,3005-09-26,Active,Male,Veteran,Vessel Crewmember,Gazelle (Heavy Vehicle) Mk II [Crew],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,600 C-Bill",0,Mercenary,The Edge,3005-09-26,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vessel Crewmember/VesCrew_M_4.png
"",Petty Officer,Yoshiaga,Gatchopoulos,,Yoshiaga,Gatchopoulos,,,,3001-09-26,Active,Male,Regular,Vessel Crewmember,Gazelle (Heavy Vehicle) Mk II [Crew],DropShips,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,000 C-Bill",0,Draconis Combine,Kirchbach,3001-09-26,3028-09-04,3028-09-11,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vessel Crewmember/VesCrew_M_2.png
"",,Eichiro,Iwase,,Eichiro,Iwase,,,,3000-10-26,Active,Male,Regular,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,0,0,500 C-Bill,4,Draconis Combine,Harvest,3000-10-26,3028-09-04,3028-09-04,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,None
"",,Senja,Noronen,,Senja,Noronen,,,,3002-08-10,Active,Female,Regular,Admin/HR,-,-,-,-/6,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,0,0,500 C-Bill,3,Draconis Combine,Verthandi (Norn),3002-08-10,3028-09-04,3028-09-04,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,None
"",,Fatin,Khuzaymah,,Fatin,Khuzaymah,,,,2999-02-26,Active,Male,Veteran,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,10,-,-,-,-,6,-,-,0,0,800 C-Bill,4,Mercenary,Star's End (Novo Cressidas),2999-02-26,3028-09-04,3028-09-04,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,None
"",,Tesfaye,Maamuni,,Tesfaye,Maamuni,,,,2996-10-07,Active,Male,Elite,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,0,0,"1,600 C-Bill",0,Mercenary,Planting,2996-10-07,3028-09-04,3028-09-04,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,None
"",Sergeant,Olivera,Nghia,,Olivera,Nghia,,,,3002-05-10,Active,Female,Regular,MechWarrior,Locust LCT-1V,Light Lance,-,4/5,-/-,-/-,-/-,-/-,-/-,-/7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,500 C-Bill",1,Mercenary,Kirchbach,3002-05-10,3028-09-12,3028-09-12,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/MechWarrior/MW_F_77.png
"",Private,Liam,Dring,,Liam,Dring,,,,3001-05-22,Active,Male,Regular,Soldier,Jump Platoon (Rifle),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,750 C-Bill,2,Mercenary,Romulus,3001-05-22,3028-09-12,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_12.png
"",Private,Christie,Dinatali,,Christie,Dinatali,,,,3002-05-04,Active,Female,Regular,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,0,Independent,Star's End (Novo Cressidas),3002-05-04,3028-09-12,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_32.png
"",Private,Quincy,Wood,,Quincy,Wood,,,,3007-09-01,Active,Male,Green,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,450 C-Bill,0,Independent,Star's End (Novo Cressidas),3007-09-01,3028-09-12,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_85.png
"",Private,Brénainn,O'Tuohy,,Brénainn,O'Tuohy,,,,3000-01-10,Active,Male,Regular,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,125 C-Bill",0,Independent,Star's End (Novo Cressidas),3000-01-10,3028-09-12,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_90.png
"",Private,Meaghan,Treleaven,,Meaghan,Treleaven,,,,3003-07-30,Active,Female,Regular,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,0,Mercenary,Planting,3003-07-30,3028-09-12,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_66.png
"",Private,Shimei,Aronov,,Shimei,Aronov,,,,2999-04-05,Active,Male,Green,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,450 C-Bill,0,Draconis Combine,The Edge,2999-04-05,3028-09-12,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_41.png
"",Private,Avery,bin Shakir,,Avery,bin Shakir,,,,3004-07-23,Active,Male,Regular,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,1,Draconis Combine,New Caledonia,3004-07-23,3028-09-12,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_40.png
"",Private,Ju-Lin,Yep,,Ju-Lin,Yep,,,,2995-10-30,Active,Female,Regular,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,0,Mercenary,Icar,2995-10-30,3028-09-12,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Soldier/Inf_F_2.png
"",Private,John,Opacic,,John,Opacic,,,,3004-04-08,Active,Male,Regular,Soldier,Jump Platoon (SRM),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,0,Independent,Star's End (Novo Cressidas),3004-04-08,3028-09-12,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_13.png
"",Private,Randy,MacKinder,,Randy,MacKinder,,,,3005-01-06,Active,Male,Regular,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,5,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,125 C-Bill",0,Mercenary,The Edge,3005-01-06,3028-09-12,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_70.png
"",Private,Darrel,bin Kadeer,,Darrel,bin Kadeer,,,,3001-09-30,Active,Male,Regular,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,0,Draconis Combine,New Caledonia,3001-09-30,3028-09-12,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_65.png
"",Private,Eustachio,Romanelli,,Eustachio,Romanelli,,,,3003-02-27,Active,Male,Regular,Soldier,Jump Platoon (Flamer),VTOL Infantry,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,750 C-Bill,0,Mercenary,Rodigo,3003-02-27,3028-09-12,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Soldier/Inf_M_67.png
"",,Caitlinn,Fields,,Caitlinn,Fields,,,,3001-03-01,Active,Female,Regular,Mech Tech,Cicada CDA-3C (240m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,0,0,800 C-Bill,1,Draconis Combine,Rodigo,3001-03-01,3028-09-12,3028-09-12,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Mech Tech/MechTech_F_5.png
"",Private,Jorge,Ragget,,Jorge,Ragget,,,,3004-04-04,Active,Male,Regular,Vehicle Gunner,Maxim Heavy Hover Transport [Gunner],Armoured Cavalry,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,Harvest,3004-04-04,3028-09-12,3028-09-22,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_58.png
"",Private,Jamia,Kümlin,,Jamia,Kümlin,,,,3003-01-28,Active,Female,Regular,Vehicle Driver,Maxim Heavy Hover Transport [Driver],Armoured Cavalry,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Independent,Star's End (Novo Cressidas),3003-01-28,3028-09-12,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Driver/VeeDrvr_F_28.png
"",Private,Kristina,Do,,Kristina,Do,,,,3002-12-11,Active,Female,Regular,Vehicle Gunner,Maxim Heavy Hover Transport [Gunner],Armoured Cavalry,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Independent,Star's End (Novo Cressidas),3002-12-11,3028-09-12,3028-09-22,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_21.png
"",,Karon,Motsuzuki,,Karon,Motsuzuki,,,,2993-05-14,Active,Female,Veteran,Mech Tech,Locust LCT-1V (180m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,0,0,"1,280 C-Bill",5,Independent,Star's End (Novo Cressidas),2993-05-14,3028-09-13,3028-09-13,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Mech Tech/MechTech_F_17.png
"",,Erein,Pilbeam,,Erein,Pilbeam,,,,2999-12-18,Active,Female,Regular,Mechanic,Maxim Heavy Hover Transport (200m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,0,0,800 C-Bill,3,Draconis Combine,The Edge,2999-12-18,3028-09-24,3028-09-24,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Mechanic/Mechanic_F_14.png
"",Sergeant,Shannon,Fazliu,,Shannon,Fazliu,,,,2999-09-20,Active,Female,Veteran,MechWarrior,Black Knight BL-7-KNT-L,Heavy Lance,-,3/4,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"2,400 C-Bill",3,Mercenary,Romulus,2999-09-20,3028-09-25,3028-09-29,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/MechWarrior/MW_F_2.png
"",,Suzuki,Uchida,,Suzuki,Uchida,,,,3004-09-01,Active,Female,Regular,Mech Tech,Spider SDR-5V (45m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,0,0,800 C-Bill,2,Mercenary,Planting,3004-09-01,3028-09-26,3028-09-26,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Mech Tech/MechTech_F_6.png
"",,Jim,Collins,,Jim,Collins,,,,3002-09-04,Active,Male,Veteran,Mech Tech,Trebuchet TBT-5S (60m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,0,0,"1,280 C-Bill",1,Independent,Star's End (Novo Cressidas),3002-09-04,3028-09-26,3028-09-26,,,,No,No,No,Yes,N/A,N/A,No,0,0,1,0,Male/Mech Tech/MechTech_M_15.png
"",,Stanford,Che,,Stanford,Che,,,,3001-01-17,Active,Male,Regular,Mechanic,3 units (360m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,0,0,800 C-Bill,3,Independent,Star's End (Novo Cressidas),3001-01-17,3028-09-29,3028-09-29,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Mechanic/Mechanic_M_21.png
"",Private,Teodory,Tancsics,,Teodory,Tancsics,,,,3000-05-12,Active,Female,Regular,VTOL Pilot,Warrior Attack Helicopter H-7A [Driver],VTOL Attack,-,-/-,4/-,4/-,4/5,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,1,Mercenary,Rodigo,3000-05-12,3028-09-30,3028-11-16,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/VTOL Pilot/VTOL_F_7.png
"",,Swapna,Abidugun,,Swapna,Abidugun,,,,2995-04-06,Active,Female,Regular,Aerospace Tech,Mechbuster #2 (180m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,0,0,800 C-Bill,0,Draconis Combine,Harvest,2995-04-06,3028-10-03,3028-10-03,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Aerospace Tech/AeroTech_F_13.png
"",Private,Fateena,Kianyandaarwa,,Fateena,Kianyandaarwa,,,,3005-03-10,Active,Female,Regular,Vehicle Gunner,LRM Carrier #2 [Gunner],Fire Support,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,4,-,5,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,1,Mercenary,Rodigo,3005-03-10,3028-10-18,3028-11-16,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_19.png
"",,Rheta,Vaccarini,,Rheta,Vaccarini,,,,3000-09-03,Active,Female,Green,Aerospace Pilot,-,-,-,-/-,-/-,-/-,-/-,5/6,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Draconis Combine,New Caledonia,3000-09-03,3028-10-21,3028-10-21,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Aerospace Pilot/ASF_F_18.png
"",,Brad,Volkers,,Brad,Volkers,,,,3004-05-16,Active,Male,Regular,Aerospace Tech,Mechbuster (180m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,0,0,800 C-Bill,0,Mercenary,Romulus,3004-05-16,3028-10-21,3028-10-21,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Aerospace Tech/AeroTech_M_10.png
"",Sergeant,Misa,Arnold,,Misa,Arnold,,,,3000-02-03,Active,Female,Veteran,MechWarrior,Thunderbolt TDR-5SS #2,Heavy Lance,-,3/4,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"2,400 C-Bill",0,Draconis Combine,The Edge,3000-02-03,3028-11-07,3028-11-20,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/MechWarrior/MW_F_21.png
"",,Vesna,Mandigal,,Vesna,Mandigal,,,,3006-06-22,Active,Female,Green,Mechanic,Mobile Long Tom Artillery LT-MOB-25 (300m),-,-,6/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,0,0,480 C-Bill,2,Mercenary,Icar,3006-06-22,3028-11-07,3028-11-07,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Mechanic/Mechanic_F_3.png
"",,Keith,Filareta,,Keith,Filareta,,,,3001-12-02,Active,Male,Regular,Mech Tech,Stalker STK-3F (90m),-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,0,0,800 C-Bill,0,Mercenary,Bruben,3001-12-02,3028-11-09,3028-11-09,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Mech Tech/MechTech_M_6.png
"",Private,Leni,Tunui,,Leni,Tunui,,,,3003-07-15,Active,Female,Regular,Vehicle Crewmember,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,7,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,New Caledonia,3003-07-15,3028-11-09,3028-11-16,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,None
"",,Keyla,Baltayan,,Keyla,Baltayan,,,,3006-06-09,Active,Female,Green,Admin/HR,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,0,0,300 C-Bill,1,Mercenary,Lovinac,3006-06-09,3028-11-09,3028-11-09,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,None
"",,Zaitoona,Kairu,,Zaitoona,Kairu,,,,3004-06-16,Active,Female,Green,Admin/Command,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,0,0,300 C-Bill,1,Mercenary,Verthandi (Norn),3004-06-16,3028-11-09,3028-11-09,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Admin/Command/Adm_Com_F_3.png
"",Private,Bohumir,Zeug,,Bohumir,Zeug,,,,3004-03-26,Active,Male,Green,Vehicle Gunner,Mobile Long Tom Artillery LT-MOB-25 [Gunner],Artillery,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Mercenary,Rodigo,3004-03-26,3028-11-10,3028-11-16,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Gunner/VeeGunner_M_89.png
"",Private,Soma,Ghilzai,,Soma,Ghilzai,,,,3000-07-11,Active,Female,Green,Vehicle Gunner,Mobile Long Tom Artillery LT-MOB-25 [Gunner],Artillery,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Mercenary,Alleghe,3000-07-11,3028-11-10,3028-11-16,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_26.png
"",Private,Jennifer,Taliadoros,,Jennifer,Taliadoros,,,,3004-06-24,Active,Female,Regular,Vehicle Driver,LRM Carrier #2 [Driver],Fire Support,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,Rodigo,3004-06-24,3028-11-10,3028-11-16,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Driver/VeeDrvr_F_21.png
"",Private,Clara,Vásquez,,Clara,Vásquez,,,,2999-11-27,Active,Female,Veteran,Vehicle Driver,Mobile Long Tom Artillery LT-MOB-25 [Driver],Artillery,-,-/-,3/4,3/-,3/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,440 C-Bill",0,Draconis Combine,Alleghe,2999-11-27,3028-11-11,3028-11-16,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Driver/VeeDrvr_F_25.png
"",,Ma-ji,Montgomery,,Ma-ji,Montgomery,,,,3004-10-26,Active,Female,Regular,Doctor,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,0,0,"1,500 C-Bill",0,Draconis Combine,Kirchbach,3004-10-26,3028-11-11,3028-11-11,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Doctor/Doctor_F_5.png
"",Private,Hide,Begley,,Hide,Begley,,,,2997-10-15,Active,Female,Regular,Vehicle Gunner,LRM Carrier #2 [Gunner],Fire Support,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Draconis Combine,Alleghe,2997-10-15,3028-11-12,3028-11-16,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_25.png
"",Private,Heather,Rodríguez,,Heather,Rodríguez,,,,2994-03-13,Active,Female,Regular,Vehicle Gunner,LRM Carrier #2 [Gunner],Fire Support,-,-/-,4/-,4/-,4/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,10,-,0,0,900 C-Bill,0,Mercenary,Rodigo,2994-03-13,3028-11-12,3028-11-16,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_4.png
"",Private,Sumitomo,Chinnappan,,Sumitomo,Chinnappan,,,,3002-07-18,Active,Male,Regular,Vehicle Crewmember,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,7,-,-,-,-,-,0,0,900 C-Bill,0,Draconis Combine,Verthandi (Norn),3002-07-18,3028-11-12,3028-11-16,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,None
"",Private,Mason,Loder,,Mason,Loder,,,,3004-01-15,Active,Male,Regular,Vehicle Driver,Pegasus Scout Hover Tank [Driver],Armoured Cavalry,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,Chateau,3004-01-15,3028-11-14,3028-11-16,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Vehicle Driver/VeeDrvr_M_1.png
"",,Corianne,Renzenbrink,,Corianne,Renzenbrink,,,,2998-07-21,Active,Female,Regular,Mech Tech,-,-,-,-/-,-/-,-/-,-/-,-/-,-/7,-/-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,0,0,800 C-Bill,0,Mercenary,Kirchbach,2998-07-21,3028-11-14,3028-11-14,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Mech Tech/MechTech_F_23.png
"",,Migen,Mar,,Migen,Mar,,,,3000-08-09,Active,Male,Regular,Aerospace Pilot,Mechbuster #2,Conv Fighters,-,-/-,-/-,-/-,-/-,4/5,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,"1,500 C-Bill",0,Mercenary,Harvest,3000-08-09,3028-11-14,3028-11-14,,,,No,No,No,Yes,N/A,N/A,No,0,0,0,0,Male/Aerospace Pilot/ASF_M_47.png
"",Private,Erin,Erim,,Erin,Erim,,,,3006-07-19,Active,Female,Green,Vehicle Gunner,Hetzer Wheeled Assault Gun [Gunner],Armoured Cavalry,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Mercenary,Kirchbach,3006-07-19,3028-11-16,3028-11-16,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_18.png
"",Private,Jelena,Yamamoto,,Jelena,Yamamoto,,,,3002-10-01,Active,Female,Green,Vehicle Gunner,Pegasus Scout Hover Tank [Gunner],Armoured Cavalry,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Mercenary,Verthandi (Norn),3002-10-01,3028-11-16,3028-11-16,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_1.png
"",Private,Perlita,Vagharshian,,Perlita,Vagharshian,,,,2997-09-13,Active,Female,Regular,Vehicle Driver,Hetzer Wheeled Assault Gun [Driver],Armoured Cavalry,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Mercenary,New Caledonia,2997-09-13,3028-11-16,3028-11-16,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Driver/VeeDrvr_F_9.png
"",Private,Shawna,Kaikeapona,,Shawna,Kaikeapona,,,,3004-09-21,Active,Female,Regular,Vehicle Driver,Mobile Long Tom Artillery LT-MOB-25 (Ammunition Carriage) [Driver],Artillery,-,-/-,4/5,4/-,4/-,-/-,-/-,-/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,900 C-Bill,0,Draconis Combine,Alleghe,3004-09-21,3028-11-16,3028-11-16,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Driver/VeeDrvr_F_8.png
"",Private,Nilüfer,Cisouw,,Nilüfer,Cisouw,,,,3005-02-06,Active,Female,Green,Vehicle Gunner,Warrior Attack Helicopter H-7A [Gunner],VTOL Attack,-,-/-,5/-,5/-,5/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,540 C-Bill,0,Mercenary,The Edge,3005-02-06,3028-11-17,3028-11-17,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_5.png
"",Private,Binta,Mudada,,Binta,Mudada,,,,3003-01-06,Active,Female,Veteran,Vehicle Gunner,Pegasus Scout Hover Tank [Gunner],Armoured Cavalry,-,-/-,3/-,3/-,3/-,-/-,-/-,-/-,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,0,0,"1,440 C-Bill",0,Mercenary,Rodigo,3003-01-06,3028-11-17,3028-11-17,,,,No,No,No,Yes,N/A,Yes,No,0,0,0,0,Female/Vehicle Gunner/VeeGunner_F_12.png
