Person,Rank,First Name,Last Name,Pre-Nominal,Given Name,Surname,Bloodname,Post-Nominal,Callsign,Age,Status,Gender,Skill Level,Profession,Unit Assignment,Force,Deployed,Mek,Vehicle,Naval,VTOL,Aero,Aircraft,Vessel,Battle Armour,Small Arms,Anti-Mek,Artillery,Tactics,Strategy,Leadership,Tech/Mek,Tech/Aero,Mechanic,Tech/BA,Tech/Vessel,Medical,Admin,Negotiation,Scrounge,Injuries,Kills,Salary,XP,Origin Faction,Origin Planet,Birthday,Recruitment Date,Last Rank Change,Due Date,Retirement Date,Death Date,Commander,Founder,Clan Personnel,Interested in Marriage,Divorceable,Interested in Children,Excluded from Random Death,Toughness,Connections,Wealth,Reputation,Unlucky,Fatigue,Edge,SPA Count,Implant Count,Loyalty,Education,Aggression,Ambition,Greed,Social,Reasoning,Strength,Body,Reflexes,Dexterity,Intelligence,Willpower,Charisma
"",Corporal,Zina,Waga,,Zina,Waga,,,Sawblade,3004-08-08,Active,Female,Regular,Vehicle Crewmember / Mechanic,Strike Falcon Attack VTOL [Gunner],Charlie VTOL Insertion Team,-,7/-,7/-,7/-,7/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,6,-,-,-,-,-,-,0,1,"1,521 C-Bill",30,Mercenary,Maxie's Planet,3004-08-08,3028-01-01,3031-02-26,,,,No,Yes,No,Yes,N/A,Yes,No,0,0,0,0,0,1,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Andrezuria,Juárez,,Andrezuria,Juárez,,,Combo,3003-02-22,Active,Female,Regular,Vehicle Crewmember / Mechanic,Strike Falcon Attack VTOL [Gunner],Charlie VTOL Insertion Team,-,7/8,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,6,-,-,-,-,-,-,0,1,"1,521 C-Bill",25,Mercenary,Trell I,3003-02-22,3028-01-01,3031-02-26,,,,No,Yes,No,Yes,N/A,Yes,No,0,0,0,0,0,1,1,0,0,9,Early Childhood,None (-),None (-),None (-),Untrustworthy (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Widdad,Voneve,,Widdad,Voneve,,,Fang,3007-06-18,Active,Female,Veteran,VTOL Pilot,Strike Falcon Attack VTOL #2 [Driver],Charlie VTOL Insertion Team,-,-/-,5/-,5/-,5/4,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3,"2,635 C-Bill",59,Lyran Commonwealth,Toland,3007-06-18,3028-01-01,3029-12-10,,,,No,Yes,No,N/A,Yes,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Corporal,Jamie,Jones,,Jamie,Jones,,,Lion,3003-08-24,Active,Male,Veteran,Vehicle Gunner,Strike Falcon Attack VTOL #2 [Gunner],Charlie VTOL Insertion Team,-,-/-,3/8,3/-,3/8,-/-,-/-,-/-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,3,"1,685 C-Bill",35,Mercenary,Trell I,3003-08-24,3028-01-01,3029-12-11,,,,No,Yes,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),9,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Tobias,Rosit,,Tobias,Rosit,,,Mad Dog,2997-01-27,Active,Male,Veteran,Vehicle Gunner,Strike Falcon Attack VTOL #2 [Gunner],Charlie VTOL Insertion Team,-,-/-,3/7,3/-,3/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3,"1,195 C-Bill",25,Mercenary,New Caledonia,2997-01-27,3028-01-01,3029-12-11,,,,No,Yes,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Tenacious (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Jessica,Kakelaka,,Jessica,Kakelaka,,,Heatsink,3006-12-22,Active,Female,Green,Vehicle Crewmember / Mechanic,Strike Falcon Attack VTOL #2 [Gunner],Charlie VTOL Insertion Team,-,7/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,7,-,-,-,-,-,-,0,3,647 C-Bill,44,Mercenary,Toland,3006-12-22,3028-01-01,3029-12-11,,,,No,Yes,No,Yes,N/A,Yes,No,0,0,0,0,0,1,1,0,0,9,Early Childhood,None (-),None (-),None (-),Introverted (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Dohm-Phu,Doan,,Dohm-Phu,Doan,,,Tumble,3004-12-27,Active,Male,Green,Vehicle Crewmember / Mechanic,Strike Falcon Attack VTOL #2 [Gunner],Charlie VTOL Insertion Team,-,7/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,7,-,-,-,-,-,-,0,3,647 C-Bill,34,Independent,Star's End (Novo Cressidas),3004-12-27,3028-01-01,3029-12-11,,,,No,Yes,No,Yes,N/A,N/A,No,0,0,0,0,0,1,1,0,0,9,Early Childhood,None (-),None (-),Overreaching (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Ming-hoa,Pacheco,,Ming-hoa,Pacheco,,,Keresh,3005-10-25,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,622 C-Bill,36,Draconis Combine,Csesztreg,3005-10-25,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,No,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),16,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Vespasiano,Canó,,Vespasiano,Canó,,,Judge,3002-08-20,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,622 C-Bill,0,Mercenary,New Caledonia,3002-08-20,3028-01-01,3029-07-01,,,3028-08-28,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Empathetic (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Parwin,Shvetank,,Parwin,Shvetank,,,Geezer,3006-05-18,Killed in Action,Female,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,622 C-Bill,36,Independent,Star's End (Novo Cressidas),3006-05-18,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,Yes,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Innovative (++),None (-),None (-),15,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Nathan,Morris,,Nathan,Morris,,,Crazy Quilt,3005-04-01,Killed in Action,Male,Veteran,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,996 C-Bill,31,Mercenary,Verthandi (Norn),3005-04-01,3028-01-01,3028-12-07,,,3031-02-14,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,-1,1,0,0,9,Early Childhood,None (-),None (-),Avaricious (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Hanauhou,Yarran,,Hanauhou,Yarran,,,Moose,3004-03-05,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,1,622 C-Bill,36,Draconis Combine,Verthandi (Norn),3004-03-05,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Hoarding (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Paul,Robinson,,Paul,Robinson,,,Buffalo,3002-01-02,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,622 C-Bill,0,Draconis Combine,Verthandi (Norn),3002-01-02,3028-01-01,3028-09-11,,,3028-12-08,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Aspiring (+),None (-),Callous (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Lieutenant SG,Ashley,Bolzoni,,Ashley,Bolzoni,,,Earl,2996-10-16,Killed in Action,Female,Elite,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,6,8,-,-,-,-,-,-,-,-,-,-,0,1,"4,008 C-Bill",27,Mercenary,Harvest,2996-10-16,3028-01-01,3028-12-07,,,3031-02-14,No,Yes,No,No,N/A,Yes,N/A,0,0,0,0,0,-2,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),9,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Dan,Dancy,,Dan,Dancy,,,Engine,3003-04-16,Killed in Action,Male,Veteran,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"2,196 C-Bill",31,Mercenary,Romulus,3003-04-16,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,-1,1,0,0,9,Early Childhood,None (-),None (-),None (-),Disingenuous (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Aceline,Pablo,,Aceline,Pablo,,,Apple,3000-06-12,Killed in Action,Female,Veteran,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"2,196 C-Bill",26,Lyran Commonwealth,Persistence,3000-06-12,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,Yes,N/A,0,0,0,0,0,-1,1,0,0,9,Early Childhood,None (-),None (-),Shameless (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Brandon,Marek,,Brandon,Marek,,,Snake Eyes,3004-07-31,Killed in Action,Male,Green,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,374 C-Bill,36,Draconis Combine,Verthandi (Norn),3004-07-31,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Adept (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Diro,López,,Diro,López,,,Shiv,3008-07-15,Killed in Action,Female,Green,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,6,4,-,-,-,-,-,-,-,-,-,-,-,-,0,1,560 C-Bill,31,Mercenary,Icar,3008-07-15,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,Yes,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Strategic (+),Fraudulent (-),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Jae-chun,So,,Jae-chun,So,,,Thor,2988-10-04,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,622 C-Bill,36,Draconis Combine,Harvest,2988-10-04,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),10,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Louiza,Johnson,,Louiza,Johnson,,,Hardcore,2998-05-31,Killed in Action,Female,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,622 C-Bill,31,Lyran Commonwealth,Treeline,2998-05-31,3028-01-01,3028-09-11,3031-09-08,,3031-02-14,No,Yes,No,Yes,N/A,Yes,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,Overbearing (-),Resourceful (++),None (-),Scheming (--),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Helena,Qadir-Kumawagra,,Helena,Qadir-Kumawagra,,,Express,3003-01-19,Killed in Action,Female,Veteran,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"2,196 C-Bill",36,Mercenary,Trell I,3003-01-19,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,Yes,N/A,0,0,0,0,0,-1,1,1,0,9,Early Childhood,None (-),Energetic (+),None (-),Disingenuous (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Bruno,Doucet,,Bruno,Doucet,,,Heaven,2998-09-01,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,622 C-Bill,31,Draconis Combine,Verthandi (Norn),2998-09-01,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,Vigilant (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,David,Sellami,,David,Sellami,,,Pan,2993-11-19,Killed in Action,Male,Elite,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,1,3,3,8,-,-,-,-,-,-,-,-,-,-,-,0,1,"2,988 C-Bill",22,Draconis Combine,Verthandi (Norn),2993-11-19,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,-2,1,0,0,9,Early Childhood,None (-),None (-),Dynamic (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Otberta,Daalerop,,Otberta,Daalerop,,,Sandstorm,3006-12-05,Killed in Action,Female,Green,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,374 C-Bill,41,Draconis Combine,New Caledonia,3006-12-05,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,Yes,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Unprincipled (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Jane,Wen,,Jane,Wen,,,Basher,3004-03-05,Killed in Action,Female,Green,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,374 C-Bill,36,Lyran Commonwealth,Steelton,3004-03-05,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,Yes,N/A,0,0,0,0,0,0,1,0,0,10,Early Childhood,None (-),Controlling (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Dennis,Gorrell,,Dennis,Gorrell,,,Icefisher,3002-05-11,Killed in Action,Male,Veteran,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,996 C-Bill,36,Draconis Combine,New Caledonia,3002-05-11,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,-1,1,0,0,9,Early Childhood,None (-),None (-),Exploitative (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Shawn,Quiñones,,Shawn,Quiñones,,,Machete,3006-01-12,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,934 C-Bill,0,Mercenary,Trell I,3006-01-12,3028-01-01,3029-07-01,,,3028-02-28,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,9,Early Childhood,Inflexible (-),None (-),None (-),Callous (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Lyndon,Woollard,,Lyndon,Woollard,,,Caboose,3002-04-26,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,934 C-Bill,0,Mercenary,Persistence,3002-04-26,3028-01-01,3028-09-11,,,3028-12-08,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Lieutenant SG,Chan-koo,Yokoyama,,Chan-koo,Yokoyama,,,Acorn,2994-05-11,Killed in Action,Male,Elite,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,1,3,5,5,-,-,-,-,-,-,-,-,-,-,-,0,1,"6,012 C-Bill",32,Mercenary,Verthandi (Norn),2994-05-11,3028-01-01,3028-09-04,,,3031-02-14,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,-1,1,0,0,9,Early Childhood,Intrepid (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Lieutenant JG,Dyanna,Simon,,Dyanna,Simon,,,Lightning,3006-03-18,Active,Female,Veteran,Soldier,Jump Platoon (SRM),Echo Urban Warfare Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"1,596 C-Bill",43,Mercenary,Steelton,3006-03-18,3028-01-01,3031-02-26,,,,No,Yes,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),Dismissive (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Abdul-Haqq,bin Zafar,,Abdul-Haqq,bin Zafar,,,Beauty,3003-09-04,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,5,-,8,-,-,-,-,-,-,-,-,-,-,-,0,0,934 C-Bill,0,Lyran Commonwealth,Romulus,3003-09-04,3028-01-01,3029-07-01,,,3028-09-11,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,Assertive (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Viola,Boerth,,Viola,Boerth,,,Supernova,3005-11-03,Killed in Action,Female,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,622 C-Bill,0,Independent,Star's End (Novo Cressidas),3005-11-03,3028-01-01,3029-07-01,,,3028-09-11,No,Yes,No,Yes,N/A,Yes,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,Daring (+),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Avery,van den Broek,,Avery,van den Broek,,,Toga,3003-07-28,Killed in Action,Male,Veteran,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,996 C-Bill,0,Mercenary,Toland,3003-07-28,3028-01-01,3029-07-01,,,3028-09-11,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,-1,1,0,0,9,Early Childhood,Aggressive (-),None (-),None (-),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Waweru,Jubair,,Waweru,Jubair,,,Skidoo,3006-12-08,Active,Male,Veteran,Soldier,Jump Platoon (SRM),Echo Urban Warfare Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"2,196 C-Bill",25,Independent,Star's End (Novo Cressidas),3006-12-08,3028-01-01,3031-02-26,,,,No,Yes,No,Yes,N/A,N/A,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Unambitious (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Moges,Mshindi,,Moges,Mshindi,,,Marshall,2996-07-05,Killed in Action,Male,Elite,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"4,392 C-Bill",37,Mercenary,Trell I,2996-07-05,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,-1,1,0,0,9,Early Childhood,None (-),Selfish (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Rebecca,Mambetov,,Rebecca,Mambetov,,,Global,3005-02-01,Active,Female,Veteran,Soldier,Jump Platoon (SRM),Echo Urban Warfare Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,5,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,"3,294 C-Bill",35,Independent,Star's End (Novo Cressidas),3005-02-01,3028-01-01,3031-02-26,,,,No,Yes,No,Yes,N/A,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),Focused (+),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Tarisai,Gacoki,,Tarisai,Gacoki,,,Flip,3004-03-31,Active,Female,Veteran,Soldier,Jump Platoon (SRM),Echo Urban Warfare Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,1,"2,196 C-Bill",51,Mercenary,Maxie's Planet,3004-03-31,3028-01-01,3028-09-11,,,,No,Yes,No,N/A,Yes,Yes,No,0,0,0,0,0,0,1,0,0,9,Early Childhood,Overbearing (-),None (-),None (-),Tactful (+),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Helen,Ebel,,Helen,Ebel,,,Rommel,3001-07-27,Killed in Action,Female,Veteran,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,996 C-Bill,36,Draconis Combine,Csesztreg,3001-07-27,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,Yes,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Valentyn,Nedorost,,Valentyn,Nedorost,,,Bluebird,2992-11-29,Killed in Action,Male,Veteran,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,3,-,-,8,-,-,-,-,-,-,-,-,-,-,-,0,0,996 C-Bill,0,Lyran Commonwealth,Romulus,2992-11-29,3028-01-01,3029-07-01,,,3028-09-11,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,-1,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),10,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Mezhlum,Misarian,,Mezhlum,Misarian,,,Barnacle,3006-10-04,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,1,622 C-Bill,31,Lyran Commonwealth,Toland,3006-10-04,3028-01-01,3028-09-11,,,3031-02-14,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,1,1,0,0,9,Early Childhood,None (-),None (-),None (-),None (-),18,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Sergeant,Mary,Bonnet-Utting,,Mary,Bonnet-Utting,,,Evil Eye,3000-10-04,Active,Female,Elite,Soldier,Jump Platoon (SRM),Echo Urban Warfare Company (Infantry),-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,2,-,-,7,-,-,-,-,-,-,-,-,-,-,-,0,1,"4,392 C-Bill",35,Lyran Commonwealth,Romulus,3000-10-04,3028-01-01,3028-09-11,,,,No,Yes,No,Yes,N/A,Yes,No,0,0,0,0,0,-1,1,0,0,9,Early Childhood,Intrepid (+),None (-),Shrewd (+),None (-),12,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Emeryk,Vanska,,Emeryk,Vanska,,,Abductor,3006-08-15,Killed in Action,Male,Regular,Soldier,-,-,-,-/-,-/6,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,622 C-Bill,0,Draconis Combine,New Caledonia,3006-08-15,3028-01-01,3029-07-01,,,3028-09-11,No,Yes,No,Yes,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Exploitative (-),Authentic (+),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
"",Private,Graça,Furtado,,Graça,Furtado,,,Crow,3001-06-30,Killed in Action,Female,Regular,Soldier,-,-,-,-/-,-/-,-/-,-/-,-/-,-/-,-/-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,622 C-Bill,0,Lyran Commonwealth,Icar,3001-06-30,3028-01-01,3029-07-01,,,3028-09-11,No,Yes,No,Yes,N/A,Yes,N/A,0,0,0,0,0,0,1,0,0,9,Early Childhood,None (-),None (-),Nefarious (--),None (-),13,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 8,5 / 9
